I2,b1,tau,V_wait,Action,q_star,V_final
-50,0,3.0,2957.50,WAIT,0,2957.50
-50,1,3.0,2977.50,WAIT,0,2977.50
-50,2,3.0,2997.50,WAIT,0,2997.50
-50,3,3.0,3017.50,WAIT,0,3017.50
-50,4,3.0,3037.50,WAIT,0,3037.50
-50,5,3.0,3057.50,WAIT,0,3057.50
-50,6,3.0,3077.50,WAIT,0,3077.50
-50,7,3.0,3097.50,WAIT,0,3097.50
-50,8,3.0,3117.50,WAIT,0,3117.50
-50,9,3.0,3137.50,WAIT,0,3137.50
-50,10,3.0,3157.50,WAIT,0,3157.50
-50,11,3.0,3177.50,WAIT,0,3177.50
-50,12,3.0,3197.50,WAIT,0,3197.50
-50,13,3.0,3217.50,WAIT,0,3217.50
-50,14,3.0,3237.50,WAIT,0,3237.50
-50,15,3.0,3257.50,WAIT,0,3257.50
-50,16,3.0,3277.50,WAIT,0,3277.50
-50,17,3.0,3297.50,WAIT,0,3297.50
-50,18,3.0,3317.50,WAIT,0,3317.50
-50,19,3.0,3337.50,WAIT,0,3337.50
-49,0,3.0,2878.70,WAIT,0,2878.70
-49,1,3.0,2898.70,WAIT,0,2898.70
-49,2,3.0,2918.70,WAIT,0,2918.70
-49,3,3.0,2938.70,WAIT,0,2938.70
-49,4,3.0,2958.70,WAIT,0,2958.70
-49,5,3.0,2978.70,WAIT,0,2978.70
-49,6,3.0,2998.70,WAIT,0,2998.70
-49,7,3.0,3018.70,WAIT,0,3018.70
-49,8,3.0,3038.70,WAIT,0,3038.70
-49,9,3.0,3058.70,WAIT,0,3058.70
-49,10,3.0,3078.70,WAIT,0,3078.70
-49,11,3.0,3098.70,WAIT,0,3098.70
-49,12,3.0,3118.70,WAIT,0,3118.70
-49,13,3.0,3138.70,WAIT,0,3138.70
-49,14,3.0,3158.70,WAIT,0,3158.70
-49,15,3.0,3178.70,WAIT,0,3178.70
-49,16,3.0,3198.70,WAIT,0,3198.70
-49,17,3.0,3218.70,WAIT,0,3218.70
-49,18,3.0,3238.70,WAIT,0,3238.70
-49,19,3.0,3258.70,WAIT,0,3258.70
-48,0,3.0,2801.10,WAIT,0,2801.10
-48,1,3.0,2821.10,WAIT,0,2821.10
-48,2,3.0,2841.10,WAIT,0,2841.10
-48,3,3.0,2861.10,WAIT,0,2861.10
-48,4,3.0,2881.10,WAIT,0,2881.10
-48,5,3.0,2901.10,WAIT,0,2901.10
-48,6,3.0,2921.10,WAIT,0,2921.10
-48,7,3.0,2941.10,WAIT,0,2941.10
-48,8,3.0,2961.10,WAIT,0,2961.10
-48,9,3.0,2981.10,WAIT,0,2981.10
-48,10,3.0,3001.10,WAIT,0,3001.10
-48,11,3.0,3021.10,WAIT,0,3021.10
-48,12,3.0,3041.10,WAIT,0,3041.10
-48,13,3.0,3061.10,WAIT,0,3061.10
-48,14,3.0,3081.10,WAIT,0,3081.10
