tau,I2,b1,q_analytic,q_DP,diff,dispatch_analytic,dispatch_DP,q_circ,S,Cf,S_minus_Cf,N_profitable,m_c,retained_DP,retained_predicted
0.25,1,1,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,2,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,3,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,4,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,5,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,6,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,7,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,8,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,9,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,10,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,11,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,12,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,13,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,14,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,15,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,16,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,17,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,18,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,19,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,20,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,21,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,22,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,23,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,24,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,25,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,26,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,27,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,28,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,29,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,1,30,0,0,0,0,0,1,0.2311,8.0,-7.7689,1,1,1,0
0.25,2,1,0,0,0,0,0,1,0.6356,8.0,-7.3644,2,1,2,1
0.25,2,2,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,3,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,4,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,5,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,6,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,7,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,8,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,9,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,10,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,11,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,12,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,13,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,14,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,15,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,16,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,17,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,18,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,19,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,20,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,21,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,22,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,23,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,24,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,25,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,26,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,27,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,28,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,29,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,2,30,0,0,0,0,0,2,0.8668,8.0,-7.1332,2,1,2,0
0.25,3,1,0,0,0,0,0,1,0.7302,8.0,-7.2698,3,1,3,2
0.25,3,2,0,0,0,0,0,2,1.3658,8.0,-6.6342,3,1,3,1
0.25,3,3,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,4,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,5,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,6,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,7,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,8,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,9,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,10,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,11,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,12,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,13,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,14,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,15,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,16,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,17,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,18,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,19,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,20,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,21,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,22,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,23,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,24,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,25,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,26,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,27,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,28,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,29,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,3,30,0,0,0,0,0,3,1.597,8.0,-6.403,3,1,3,0
0.25,4,1,0,0,0,0,0,1,0.7472,8.0,-7.2528,4,1,4,3
0.25,4,2,0,0,0,0,0,2,1.4773,8.0,-6.5227,4,1,4,2
0.25,4,3,0,0,0,0,0,3,2.113,8.0,-5.887,4,1,4,1
0.25,4,4,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,5,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,6,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,7,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,8,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,9,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,10,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,11,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,12,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,13,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,14,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,15,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,16,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,17,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,18,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,19,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,20,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,21,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,22,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,23,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,24,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,25,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,26,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,27,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,28,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,29,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,4,30,0,0,0,0,0,4,2.3441,8.0,-5.6559,4,1,4,0
0.25,5,1,0,0,0,0,0,1,0.7497,8.0,-7.2503,5,1,5,4
0.25,5,2,0,0,0,0,0,2,1.4968,8.0,-6.5032,5,1,5,3
0.25,5,3,0,0,0,0,0,3,2.227,8.0,-5.773,5,1,5,2
0.25,5,4,0,0,0,0,0,4,2.8626,8.0,-5.1374,5,1,5,1
0.25,5,5,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,6,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,7,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,8,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,9,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,10,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,11,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,12,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,13,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,14,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,15,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,16,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,17,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,18,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,19,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,20,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,21,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,22,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,23,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,24,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,25,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,26,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,27,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,28,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,29,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,5,30,0,0,0,0,0,5,3.0938,8.0,-4.9062,5,1,5,0
0.25,6,1,0,0,0,0,0,1,0.75,8.0,-7.25,6,1,6,5
0.25,6,2,0,0,0,0,0,2,1.4996,8.0,-6.5004,6,1,6,4
0.25,6,3,0,0,0,0,0,3,2.2468,8.0,-5.7532,6,1,6,3
0.25,6,4,0,0,0,0,0,4,2.977,8.0,-5.023,6,1,6,2
0.25,6,5,0,0,0,0,0,5,3.6126,8.0,-4.3874,6,1,6,1
0.25,6,6,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,7,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,8,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,9,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,10,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,11,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,12,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,13,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,14,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,15,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,16,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,17,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,18,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,19,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,20,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,21,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,22,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,23,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,24,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,25,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,26,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,27,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,28,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,29,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,6,30,0,0,0,0,0,6,3.8438,8.0,-4.1562,6,1,6,0
0.25,7,1,0,0,0,0,0,1,0.75,8.0,-7.25,7,1,7,6
0.25,7,2,0,0,0,0,0,2,1.5,8.0,-6.5,7,1,7,5
0.25,7,3,0,0,0,0,0,3,2.2496,8.0,-5.7504,7,1,7,4
0.25,7,4,0,0,0,0,0,4,2.9968,8.0,-5.0032,7,1,7,3
0.25,7,5,0,0,0,0,0,5,3.727,8.0,-4.273,7,1,7,2
0.25,7,6,0,0,0,0,0,6,4.3626,8.0,-3.6374,7,1,7,1
0.25,7,7,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,8,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,9,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,10,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,11,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,12,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,13,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,14,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,15,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,16,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,17,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,18,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,19,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,20,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,21,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,22,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,23,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,24,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,25,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,26,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,27,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,28,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,29,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,7,30,0,0,0,0,0,7,4.5938,8.0,-3.4062,7,1,7,0
0.25,8,1,0,0,0,0,0,1,0.75,8.0,-7.25,8,1,8,7
0.25,8,2,0,0,0,0,0,2,1.5,8.0,-6.5,8,1,8,6
0.25,8,3,0,0,0,0,0,3,2.25,8.0,-5.75,8,1,8,5
0.25,8,4,0,0,0,0,0,4,2.9996,8.0,-5.0004,8,1,8,4
0.25,8,5,0,0,0,0,0,5,3.7468,8.0,-4.2532,8,1,8,3
0.25,8,6,0,0,0,0,0,6,4.477,8.0,-3.523,8,1,8,2
0.25,8,7,0,0,0,0,0,7,5.1126,8.0,-2.8874,8,1,8,1
0.25,8,8,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,9,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,10,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,11,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,12,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,13,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,14,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,15,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,16,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,17,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,18,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,19,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,20,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,21,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,22,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,23,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,24,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,25,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,26,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,27,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,28,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,29,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,8,30,0,0,0,0,0,8,5.3438,8.0,-2.6562,8,1,8,0
0.25,9,1,0,0,0,0,0,1,0.75,8.0,-7.25,9,1,9,8
0.25,9,2,0,0,0,0,0,2,1.5,8.0,-6.5,9,1,9,7
0.25,9,3,0,0,0,0,0,3,2.25,8.0,-5.75,9,1,9,6
0.25,9,4,0,0,0,0,0,4,3.0,8.0,-5.0,9,1,9,5
0.25,9,5,0,0,0,0,0,5,3.7496,8.0,-4.2504,9,1,9,4
0.25,9,6,0,0,0,0,0,6,4.4968,8.0,-3.5032,9,1,9,3
0.25,9,7,0,0,0,0,0,7,5.227,8.0,-2.773,9,1,9,2
0.25,9,8,0,0,0,0,0,8,5.8626,8.0,-2.1374,9,1,9,1
0.25,9,9,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,10,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,11,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,12,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,13,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,14,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,15,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,16,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,17,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,18,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,19,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,20,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,21,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,22,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,23,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,24,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,25,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,26,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,27,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,28,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,29,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,9,30,0,0,0,0,0,9,6.0938,8.0,-1.9062,9,1,9,0
0.25,10,1,0,0,0,0,0,1,0.75,8.0,-7.25,10,1,10,9
0.25,10,2,0,0,0,0,0,2,1.5,8.0,-6.5,10,1,10,8
0.25,10,3,0,0,0,0,0,3,2.25,8.0,-5.75,10,1,10,7
0.25,10,4,0,0,0,0,0,4,3.0,8.0,-5.0,10,1,10,6
0.25,10,5,0,0,0,0,0,5,3.75,8.0,-4.25,10,1,10,5
0.25,10,6,0,0,0,0,0,6,4.4996,8.0,-3.5004,10,1,10,4
0.25,10,7,0,0,0,0,0,7,5.2468,8.0,-2.7532,10,1,10,3
0.25,10,8,0,0,0,0,0,8,5.977,8.0,-2.023,10,1,10,2
0.25,10,9,0,0,0,0,0,9,6.6126,8.0,-1.3874,10,1,10,1
0.25,10,10,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,11,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,12,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,13,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,14,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,15,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,16,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,17,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,18,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,19,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,20,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,21,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,22,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,23,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,24,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,25,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,26,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,27,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,28,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,29,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,10,30,0,0,0,0,0,10,6.8438,8.0,-1.1562,10,1,10,0
0.25,11,1,0,0,0,0,0,1,0.75,8.0,-7.25,11,1,11,10
0.25,11,2,0,0,0,0,0,2,1.5,8.0,-6.5,11,1,11,9
0.25,11,3,0,0,0,0,0,3,2.25,8.0,-5.75,11,1,11,8
0.25,11,4,0,0,0,0,0,4,3.0,8.0,-5.0,11,1,11,7
0.25,11,5,0,0,0,0,0,5,3.75,8.0,-4.25,11,1,11,6
0.25,11,6,0,0,0,0,0,6,4.5,8.0,-3.5,11,1,11,5
0.25,11,7,0,0,0,0,0,7,5.2496,8.0,-2.7504,11,1,11,4
0.25,11,8,0,0,0,0,0,8,5.9968,8.0,-2.0032,11,1,11,3
0.25,11,9,0,0,0,0,0,9,6.727,8.0,-1.273,11,1,11,2
0.25,11,10,0,0,0,0,0,10,7.3626,8.0,-0.6374,11,1,11,1
0.25,11,11,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,12,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,13,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,14,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,15,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,16,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,17,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,18,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,19,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,20,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,21,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,22,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,23,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,24,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,25,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
0.25,11,26,0,0,0,0,0,11,7.5938,8.0,-0.4062,11,1,11,0
