tau,I2,b1,q_analytic,q_DP,diff,dispatch_analytic,dispatch_DP,q_circ,S,Cf,S_minus_Cf,N_profitable,m_c,retained_DP,retained_predicted
1.0,25,2,2,0,-2,1,0,2,12.0,8.0,4.0,25,1,25,23
1.0,25,3,3,3,0,1,1,3,18.0,8.0,10.0,25,1,22,22
1.0,25,4,4,4,0,1,1,4,24.0,8.0,16.0,25,1,21,21
1.0,25,5,5,5,0,1,1,5,30.0,8.0,22.0,25,1,20,20
1.0,25,6,6,6,0,1,1,6,36.0,8.0,28.0,25,1,19,19
1.0,25,7,7,7,0,1,1,7,42.0,8.0,34.0,25,1,18,18
1.0,25,8,8,8,0,1,1,8,48.0,8.0,40.0,25,1,17,17
1.0,25,9,9,9,0,1,1,9,54.0,8.0,46.0,25,1,16,16
1.0,25,10,10,10,0,1,1,10,60.0,8.0,52.0,25,1,15,15
1.0,25,11,11,11,0,1,1,11,66.0,8.0,58.0,25,1,14,14
1.0,25,12,12,12,0,1,1,12,72.0,8.0,64.0,25,1,13,13
1.0,25,13,13,13,0,1,1,13,78.0,8.0,70.0,25,1,12,12
1.0,25,14,14,14,0,1,1,14,83.9999,8.0,75.9999,25,1,11,11
1.0,25,15,15,15,0,1,1,15,89.9997,8.0,81.9997,25,1,10,10
1.0,25,16,16,16,0,1,1,16,95.9988,8.0,87.9988,25,1,9,9
1.0,25,17,17,17,0,1,1,17,101.9954,8.0,93.9954,25,1,8,8
1.0,25,18,18,18,0,1,1,18,107.983,8.0,99.983,25,1,7,7
1.0,25,19,19,19,0,1,1,19,113.9429,8.0,105.9429,25,1,6,6
1.0,25,20,20,20,0,1,1,20,119.8246,8.0,111.8246,25,1,5,5
1.0,25,21,21,21,0,1,1,21,125.5105,8.0,117.5105,25,1,4,4
1.0,25,22,22,22,0,1,1,22,130.7653,8.0,122.7653,25,1,3,3
1.0,25,23,23,23,0,1,1,23,135.197,8.0,127.197,25,1,2,2
1.0,25,24,24,24,0,1,1,24,138.2828,8.0,130.2828,25,1,1,1
1.0,25,25,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,25,26,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,25,27,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,25,28,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,25,29,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,25,30,25,25,0,1,1,25,139.5,8.0,131.5,25,1,0,0
1.0,26,1,0,0,0,0,0,1,6.0,8.0,-2.0,26,1,26,25
1.0,26,2,2,0,-2,1,0,2,12.0,8.0,4.0,26,1,26,24
1.0,26,3,3,3,0,1,1,3,18.0,8.0,10.0,26,1,23,23
1.0,26,4,4,4,0,1,1,4,24.0,8.0,16.0,26,1,22,22
1.0,26,5,5,5,0,1,1,5,30.0,8.0,22.0,26,1,21,21
1.0,26,6,6,6,0,1,1,6,36.0,8.0,28.0,26,1,20,20
1.0,26,7,7,7,0,1,1,7,42.0,8.0,34.0,26,1,19,19
1.0,26,8,8,8,0,1,1,8,48.0,8.0,40.0,26,1,18,18
1.0,26,9,9,9,0,1,1,9,54.0,8.0,46.0,26,1,17,17
1.0,26,10,10,10,0,1,1,10,60.0,8.0,52.0,26,1,16,16
1.0,26,11,11,11,0,1,1,11,66.0,8.0,58.0,26,1,15,15
1.0,26,12,12,12,0,1,1,12,72.0,8.0,64.0,26,1,14,14
1.0,26,13,13,13,0,1,1,13,78.0,8.0,70.0,26,1,13,13
1.0,26,14,14,14,0,1,1,14,84.0,8.0,76.0,26,1,12,12
1.0,26,15,15,15,0,1,1,15,89.9999,8.0,81.9999,26,1,11,11
1.0,26,16,16,16,0,1,1,16,95.9997,8.0,87.9997,26,1,10,10
1.0,26,17,17,17,0,1,1,17,101.9988,8.0,93.9988,26,1,9,9
1.0,26,18,18,18,0,1,1,18,107.9954,8.0,99.9954,26,1,8,8
1.0,26,19,19,19,0,1,1,19,113.983,8.0,105.983,26,1,7,7
1.0,26,20,20,20,0,1,1,20,119.9429,8.0,111.9429,26,1,6,6
1.0,26,21,21,21,0,1,1,21,125.8246,8.0,117.8246,26,1,5,5
1.0,26,22,22,22,0,1,1,22,131.5105,8.0,123.5105,26,1,4,4
1.0,26,23,23,23,0,1,1,23,136.7653,8.0,128.7653,26,1,3,3
1.0,26,24,24,24,0,1,1,24,141.197,8.0,133.197,26,1,2,2
1.0,26,25,25,25,0,1,1,25,144.2828,8.0,136.2828,26,1,1,1
1.0,26,26,26,26,0,1,1,26,145.5,8.0,137.5,26,1,0,0
1.0,26,27,26,26,0,1,1,26,145.5,8.0,137.5,26,1,0,0
1.0,26,28,26,26,0,1,1,26,145.5,8.0,137.5,26,1,0,0
1.0,26,29,26,26,0,1,1,26,145.5,8.0,137.5,26,1,0,0
1.0,26,30,26,26,0,1,1,26,145.5,8.0,137.5,26,1,0,0
1.0,27,1,0,0,0,0,0,1,6.0,8.0,-2.0,27,1,27,26
1.0,27,2,2,0,-2,1,0,2,12.0,8.0,4.0,27,1,27,25
1.0,27,3,3,3,0,1,1,3,18.0,8.0,10.0,27,1,24,24
1.0,27,4,4,4,0,1,1,4,24.0,8.0,16.0,27,1,23,23
1.0,27,5,5,5,0,1,1,5,30.0,8.0,22.0,27,1,22,22
1.0,27,6,6,6,0,1,1,6,36.0,8.0,28.0,27,1,21,21
1.0,27,7,7,7,0,1,1,7,42.0,8.0,34.0,27,1,20,20
1.0,27,8,8,8,0,1,1,8,48.0,8.0,40.0,27,1,19,19
1.0,27,9,9,9,0,1,1,9,54.0,8.0,46.0,27,1,18,18
1.0,27,10,10,10,0,1,1,10,60.0,8.0,52.0,27,1,17,17
1.0,27,11,11,11,0,1,1,11,66.0,8.0,58.0,27,1,16,16
1.0,27,12,12,12,0,1,1,12,72.0,8.0,64.0,27,1,15,15
1.0,27,13,13,13,0,1,1,13,78.0,8.0,70.0,27,1,14,14
1.0,27,14,14,14,0,1,1,14,84.0,8.0,76.0,27,1,13,13
1.0,27,15,15,15,0,1,1,15,90.0,8.0,82.0,27,1,12,12
1.0,27,16,16,16,0,1,1,16,95.9999,8.0,87.9999,27,1,11,11
1.0,27,17,17,17,0,1,1,17,101.9997,8.0,93.9997,27,1,10,10
1.0,27,18,18,18,0,1,1,18,107.9988,8.0,99.9988,27,1,9,9
1.0,27,19,19,19,0,1,1,19,113.9954,8.0,105.9954,27,1,8,8
1.0,27,20,20,20,0,1,1,20,119.983,8.0,111.983,27,1,7,7
1.0,27,21,21,21,0,1,1,21,125.9429,8.0,117.9429,27,1,6,6
1.0,27,22,22,22,0,1,1,22,131.8246,8.0,123.8246,27,1,5,5
1.0,27,23,23,23,0,1,1,23,137.5105,8.0,129.5105,27,1,4,4
1.0,27,24,24,24,0,1,1,24,142.7653,8.0,134.7653,27,1,3,3
1.0,27,25,25,25,0,1,1,25,147.197,8.0,139.197,27,1,2,2
1.0,27,26,26,26,0,1,1,26,150.2828,8.0,142.2828,27,1,1,1
1.0,27,27,27,27,0,1,1,27,151.5,8.0,143.5,27,1,0,0
1.0,27,28,27,27,0,1,1,27,151.5,8.0,143.5,27,1,0,0
1.0,27,29,27,27,0,1,1,27,151.5,8.0,143.5,27,1,0,0
1.0,27,30,27,27,0,1,1,27,151.5,8.0,143.5,27,1,0,0
1.0,28,1,0,0,0,0,0,1,6.0,8.0,-2.0,28,1,28,27
1.0,28,2,2,0,-2,1,0,2,12.0,8.0,4.0,28,1,28,26
1.0,28,3,3,3,0,1,1,3,18.0,8.0,10.0,28,1,25,25
1.0,28,4,4,4,0,1,1,4,24.0,8.0,16.0,28,1,24,24
1.0,28,5,5,5,0,1,1,5,30.0,8.0,22.0,28,1,23,23
1.0,28,6,6,6,0,1,1,6,36.0,8.0,28.0,28,1,22,22
1.0,28,7,7,7,0,1,1,7,42.0,8.0,34.0,28,1,21,21
1.0,28,8,8,8,0,1,1,8,48.0,8.0,40.0,28,1,20,20
1.0,28,9,9,9,0,1,1,9,54.0,8.0,46.0,28,1,19,19
1.0,28,10,10,10,0,1,1,10,60.0,8.0,52.0,28,1,18,18
1.0,28,11,11,11,0,1,1,11,66.0,8.0,58.0,28,1,17,17
1.0,28,12,12,12,0,1,1,12,72.0,8.0,64.0,28,1,16,16
1.0,28,13,13,13,0,1,1,13,78.0,8.0,70.0,28,1,15,15
1.0,28,14,14,14,0,1,1,14,84.0,8.0,76.0,28,1,14,14
1.0,28,15,15,15,0,1,1,15,90.0,8.0,82.0,28,1,13,13
1.0,28,16,16,16,0,1,1,16,96.0,8.0,88.0,28,1,12,12
1.0,28,17,17,17,0,1,1,17,101.9999,8.0,93.9999,28,1,11,11
1.0,28,18,18,18,0,1,1,18,107.9997,8.0,99.9997,28,1,10,10
1.0,28,19,19,19,0,1,1,19,113.9988,8.0,105.9988,28,1,9,9
1.0,28,20,20,20,0,1,1,20,119.9954,8.0,111.9954,28,1,8,8
1.0,28,21,21,21,0,1,1,21,125.983,8.0,117.983,28,1,7,7
1.0,28,22,22,22,0,1,1,22,131.9429,8.0,123.9429,28,1,6,6
1.0,28,23,23,23,0,1,1,23,137.8246,8.0,129.8246,28,1,5,5
1.0,28,24,24,24,0,1,1,24,143.5105,8.0,135.5105,28,1,4,4
1.0,28,25,25,25,0,1,1,25,148.7653,8.0,140.7653,28,1,3,3
1.0,28,26,26,26,0,1,1,26,153.197,8.0,145.197,28,1,2,2
1.0,28,27,27,27,0,1,1,27,156.2828,8.0,148.2828,28,1,1,1
1.0,28,28,28,28,0,1,1,28,157.5,8.0,149.5,28,1,0,0
1.0,28,29,28,28,0,1,1,28,157.5,8.0,149.5,28,1,0,0
1.0,28,30,28,28,0,1,1,28,157.5,8.0,149.5,28,1,0,0
1.0,29,1,0,0,0,0,0,1,6.0,8.0,-2.0,29,1,29,28
1.0,29,2,2,0,-2,1,0,2,12.0,8.0,4.0,29,1,29,27
1.0,29,3,3,3,0,1,1,3,18.0,8.0,10.0,29,1,26,26
1.0,29,4,4,4,0,1,1,4,24.0,8.0,16.0,29,1,25,25
1.0,29,5,5,5,0,1,1,5,30.0,8.0,22.0,29,1,24,24
1.0,29,6,6,6,0,1,1,6,36.0,8.0,28.0,29,1,23,23
1.0,29,7,7,7,0,1,1,7,42.0,8.0,34.0,29,1,22,22
1.0,29,8,8,8,0,1,1,8,48.0,8.0,40.0,29,1,21,21
1.0,29,9,9,9,0,1,1,9,54.0,8.0,46.0,29,1,20,20
1.0,29,10,10,10,0,1,1,10,60.0,8.0,52.0,29,1,19,19
1.0,29,11,11,11,0,1,1,11,66.0,8.0,58.0,29,1,18,18
1.0,29,12,12,12,0,1,1,12,72.0,8.0,64.0,29,1,17,17
1.0,29,13,13,13,0,1,1,13,78.0,8.0,70.0,29,1,16,16
1.0,29,14,14,14,0,1,1,14,84.0,8.0,76.0,29,1,15,15
1.0,29,15,15,15,0,1,1,15,90.0,8.0,82.0,29,1,14,14
1.0,29,16,16,16,0,1,1,16,96.0,8.0,88.0,29,1,13,13
1.0,29,17,17,17,0,1,1,17,102.0,8.0,94.0,29,1,12,12
1.0,29,18,18,18,0,1,1,18,107.9999,8.0,99.9999,29,1,11,11
1.0,29,19,19,19,0,1,1,19,113.9997,8.0,105.9997,29,1,10,10
1.0,29,20,20,20,0,1,1,20,119.9988,8.0,111.9988,29,1,9,9
1.0,29,21,21,21,0,1,1,21,125.9954,8.0,117.9954,29,1,8,8
1.0,29,22,22,22,0,1,1,22,131.983,8.0,123.983,29,1,7,7
1.0,29,23,23,23,0,1,1,23,137.9429,8.0,129.9429,29,1,6,6
1.0,29,24,24,24,0,1,1,24,143.8246,8.0,135.8246,29,1,5,5
1.0,29,25,25,25,0,1,1,25,149.5105,8.0,141.5105,29,1,4,4
1.0,29,26,26,26,0,1,1,26,154.7653,8.0,146.7653,29,1,3,3
1.0,29,27,27,27,0,1,1,27,159.197,8.0,151.197,29,1,2,2
1.0,29,28,28,28,0,1,1,28,162.2828,8.0,154.2828,29,1,1,1
1.0,29,29,29,29,0,1,1,29,163.5,8.0,155.5,29,1,0,0
1.0,29,30,29,29,0,1,1,29,163.5,8.0,155.5,29,1,0,0
1.0,30,1,0,0,0,0,0,1,6.0,8.0,-2.0,30,1,30,29
1.0,30,2,2,0,-2,1,0,2,12.0,8.0,4.0,30,1,30,28
1.0,30,3,3,3,0,1,1,3,18.0,8.0,10.0,30,1,27,27
1.0,30,4,4,4,0,1,1,4,24.0,8.0,16.0,30,1,26,26
1.0,30,5,5,5,0,1,1,5,30.0,8.0,22.0,30,1,25,25
1.0,30,6,6,6,0,1,1,6,36.0,8.0,28.0,30,1,24,24
1.0,30,7,7,7,0,1,1,7,42.0,8.0,34.0,30,1,23,23
1.0,30,8,8,8,0,1,1,8,48.0,8.0,40.0,30,1,22,22
1.0,30,9,9,9,0,1,1,9,54.0,8.0,46.0,30,1,21,21
1.0,30,10,10,10,0,1,1,10,60.0,8.0,52.0,30,1,20,20
1.0,30,11,11,11,0,1,1,11,66.0,8.0,58.0,30,1,19,19
1.0,30,12,12,12,0,1,1,12,72.0,8.0,64.0,30,1,18,18
1.0,30,13,13,13,0,1,1,13,78.0,8.0,70.0,30,1,17,17
1.0,30,14,14,14,0,1,1,14,84.0,8.0,76.0,30,1,16,16
1.0,30,15,15,15,0,1,1,15,90.0,8.0,82.0,30,1,15,15
1.0,30,16,16,16,0,1,1,16,96.0,8.0,88.0,30,1,14,14
1.0,30,17,17,17,0,1,1,17,102.0,8.0,94.0,30,1,13,13
1.0,30,18,18,18,0,1,1,18,108.0,8.0,100.0,30,1,12,12
1.0,30,19,19,19,0,1,1,19,113.9999,8.0,105.9999,30,1,11,11
1.0,30,20,20,20,0,1,1,20,119.9997,8.0,111.9997,30,1,10,10
1.0,30,21,21,21,0,1,1,21,125.9988,8.0,117.9988,30,1,9,9
1.0,30,22,22,22,0,1,1,22,131.9954,8.0,123.9954,30,1,8,8
1.0,30,23,23,23,0,1,1,23,137.983,8.0,129.983,30,1,7,7
1.0,30,24,24,24,0,1,1,24,143.9429,8.0,135.9429,30,1,6,6
1.0,30,25,25,25,0,1,1,25,149.8246,8.0,141.8246,30,1,5,5
1.0,30,26,26,26,0,1,1,26,155.5105,8.0,147.5105,30,1,4,4
1.0,30,27,27,27,0,1,1,27,160.7653,8.0,152.7653,30,1,3,3
1.0,30,28,28,28,0,1,1,28,165.197,8.0,157.197,30,1,2,2
1.0,30,29,29,29,0,1,1,29,168.2828,8.0,160.2828,30,1,1,1
1.0,30,30,30,30,0,1,1,30,169.5,8.0,161.5,30,1,0,0
1.5,1,1,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,2,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,3,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,4,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,5,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,6,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,7,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,8,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,9,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,10,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,11,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,12,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,13,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,14,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,15,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,16,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,17,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,18,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,19,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,20,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,21,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,22,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,23,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,24,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,25,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,26,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,27,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,28,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,29,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,1,30,0,0,0,0,0,1,1.3074,8.0,-6.6926,1,1,1,0
1.5,2,1,0,0,0,0,0,1,3.4982,8.0,-4.5018,2,1,2,1
1.5,2,2,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,3,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,4,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,5,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,6,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,7,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,8,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,9,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,10,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,11,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,12,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,13,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,14,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,15,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,16,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,17,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,18,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,19,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,20,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,21,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,22,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,23,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,24,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,25,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,26,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,27,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,28,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,29,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,2,30,0,0,0,0,0,2,4.8056,8.0,-3.1944,2,1,2,0
1.5,3,1,0,0,0,0,0,1,5.4265,8.0,-2.5735,3,1,3,2
1.5,3,2,2,0,-2,1,0,2,8.9247,8.0,0.9247,3,1,3,1
1.5,3,3,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,4,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,5,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,6,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,7,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,8,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,9,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,10,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,11,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,12,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,13,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,14,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,15,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,16,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,17,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,18,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,19,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,20,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,21,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,22,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,23,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,24,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,25,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,26,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,27,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,28,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,29,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,3,30,3,3,0,1,1,3,10.2321,8.0,2.2321,3,1,0,0
1.5,4,1,0,0,0,0,0,1,6.9611,8.0,-1.0389,4,1,4,3
1.5,4,2,2,0,-2,1,0,2,12.3876,8.0,4.3876,4,1,4,2
1.5,4,3,3,3,0,1,1,3,15.8858,8.0,7.8858,4,1,1,1
1.5,4,4,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,5,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,6,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,7,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,8,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,9,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,10,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,11,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,12,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,13,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,14,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,15,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,16,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,17,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,18,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,19,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,20,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,21,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,22,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,23,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,24,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,25,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,26,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,27,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,28,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,29,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,4,30,4,4,0,1,1,4,17.1932,8.0,9.1932,4,1,0,0
1.5,5,1,1,0,-1,1,0,1,8.0529,8.0,0.0529,5,1,5,4
1.5,5,2,2,0,-2,1,0,2,15.014,8.0,7.014,5,1,5,3
1.5,5,3,3,3,0,1,1,3,20.4405,8.0,12.4405,5,1,2,2
1.5,5,4,4,4,0,1,1,4,23.9387,8.0,15.9387,5,1,1,1
1.5,5,5,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,6,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,7,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,8,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,9,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,10,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,11,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,12,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,13,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,14,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,15,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,16,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,17,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,18,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,19,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,20,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,21,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,22,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,23,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,24,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,25,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,26,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,27,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,28,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,29,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,5,30,5,5,0,1,1,5,25.2461,8.0,17.2461,5,1,0,0
1.5,6,1,1,0,-1,1,0,1,8.7461,8.0,0.7461,6,1,6,5
1.5,6,2,2,0,-2,1,0,2,16.799,8.0,8.799,6,1,6,4
1.5,6,3,3,0,-3,1,0,3,23.7601,8.0,15.7601,6,1,6,3
1.5,6,4,4,4,0,1,1,4,29.1866,8.0,21.1866,6,1,2,2
1.5,6,5,5,5,0,1,1,5,32.6848,8.0,24.6848,6,1,1,1
1.5,6,6,6,6,0,1,1,6,33.9922,8.0,25.9922,6,1,0,0
