Time_Step,Backlog_Level_b1,Trigger_Inventory_I2
180,0,No_Transshipment
180,1,No_Transshipment
180,2,No_Transshipment
180,3,No_Transshipment
180,4,No_Transshipment
180,5,No_Transshipment
180,6,No_Transshipment
180,7,9
180,8,8
180,9,8
180,10,8
180,11,8
180,12,8
180,13,8
180,14,8
180,15,9
180,16,9
180,17,9
180,18,9
180,19,10
180,20,11
181,0,No_Transshipment
181,1,No_Transshipment
181,2,No_Transshipment
181,3,No_Transshipment
181,4,No_Transshipment
181,5,No_Transshipment
181,6,No_Transshipment
181,7,10
181,8,9
181,9,9
181,10,9
181,11,9
181,12,9
181,13,9
181,14,9
181,15,9
181,16,9
181,17,9
181,18,9
181,19,10
181,20,11
182,0,No_Transshipment
182,1,No_Transshipment
182,2,No_Transshipment
182,3,No_Transshipment
182,4,No_Transshipment
182,5,No_Transshipment
182,6,No_Transshipment
182,7,10
182,8,9
182,9,9
182,10,9
182,11,9
182,12,9
182,13,9
182,14,9
182,15,9
182,16,9
182,17,9
182,18,9
182,19,10
182,20,11
183,0,No_Transshipment
183,1,No_Transshipment
183,2,No_Transshipment
183,3,No_Transshipment
183,4,No_Transshipment
183,5,No_Transshipment
183,6,No_Transshipment
183,7,No_Transshipment
183,8,9
183,9,9
183,10,9
183,11,9
183,12,9
183,13,9
183,14,9
183,15,9
183,16,9
183,17,9
183,18,9
183,19,10
183,20,11
184,0,No_Transshipment
184,1,No_Transshipment
184,2,No_Transshipment
184,3,No_Transshipment
184,4,No_Transshipment
184,5,No_Transshipment
184,6,No_Transshipment
184,7,No_Transshipment
184,8,9
184,9,9
184,10,9
184,11,9
184,12,9
184,13,9
184,14,9
184,15,9
184,16,9
184,17,9
184,18,9
184,19,10
184,20,11
185,0,No_Transshipment
185,1,No_Transshipment
185,2,No_Transshipment
185,3,No_Transshipment
185,4,No_Transshipment
185,5,No_Transshipment
185,6,No_Transshipment
185,7,No_Transshipment
185,8,9
185,9,9
185,10,9
185,11,9
185,12,9
185,13,9
185,14,9
185,15,9
185,16,9
185,17,9
185,18,9
185,19,10
185,20,11
186,0,No_Transshipment
186,1,No_Transshipment
186,2,No_Transshipment
186,3,No_Transshipment
186,4,No_Transshipment
186,5,No_Transshipment
186,6,No_Transshipment
186,7,No_Transshipment
186,8,9
186,9,9
186,10,9
186,11,9
186,12,9
186,13,9
186,14,9
186,15,9
186,16,9
186,17,9
186,18,9
186,19,10
186,20,11
187,0,No_Transshipment
187,1,No_Transshipment
187,2,No_Transshipment
187,3,No_Transshipment
187,4,No_Transshipment
187,5,No_Transshipment
187,6,No_Transshipment
187,7,No_Transshipment
187,8,9
187,9,9
187,10,9
187,11,9
187,12,9
187,13,9
187,14,9
187,15,9
187,16,9
187,17,9
187,18,10
187,19,10
187,20,11
188,0,No_Transshipment
188,1,No_Transshipment
188,2,No_Transshipment
188,3,No_Transshipment
188,4,No_Transshipment
188,5,No_Transshipment
188,6,No_Transshipment
188,7,No_Transshipment
188,8,9
188,9,9
188,10,9
188,11,9
188,12,9
188,13,9
188,14,9
188,15,9
188,16,9
188,17,9
188,18,10
188,19,10
188,20,11
189,0,No_Transshipment
189,1,No_Transshipment
189,2,No_Transshipment
189,3,No_Transshipment
189,4,No_Transshipment
189,5,No_Transshipment
189,6,No_Transshipment
189,7,No_Transshipment
189,8,9
189,9,9
189,10,9
189,11,9
189,12,9
189,13,9
189,14,9
189,15,9
189,16,9
189,17,9
189,18,10
189,19,10
189,20,11
190,0,No_Transshipment
190,1,No_Transshipment
190,2,No_Transshipment
190,3,No_Transshipment
190,4,No_Transshipment
190,5,No_Transshipment
190,6,No_Transshipment
190,7,No_Transshipment
190,8,10
190,9,9
190,10,9
190,11,9
190,12,9
190,13,9
190,14,9
190,15,9
190,16,9
190,17,9
190,18,10
190,19,10
190,20,11
191,0,No_Transshipment
191,1,No_Transshipment
191,2,No_Transshipment
191,3,No_Transshipment
191,4,No_Transshipment
191,5,No_Transshipment
191,6,No_Transshipment
191,7,No_Transshipment
191,8,10
191,9,9
191,10,9
191,11,9
191,12,9
191,13,9
191,14,9
191,15,9
191,16,9
191,17,10
191,18,10
191,19,10
191,20,11
192,0,No_Transshipment
192,1,No_Transshipment
192,2,No_Transshipment
192,3,No_Transshipment
192,4,No_Transshipment
192,5,No_Transshipment
192,6,No_Transshipment
192,7,No_Transshipment
192,8,10
192,9,9
192,10,9
192,11,9
192,12,9
192,13,9
192,14,9
192,15,9
192,16,10
192,17,10
192,18,10
192,19,10
192,20,11
193,0,No_Transshipment
193,1,No_Transshipment
193,2,No_Transshipment
193,3,No_Transshipment
193,4,No_Transshipment
193,5,No_Transshipment
193,6,No_Transshipment
193,7,No_Transshipment
193,8,11
193,9,10
193,10,10
193,11,10
193,12,10
193,13,10
193,14,10
193,15,10
193,16,10
193,17,10
193,18,10
193,19,11
193,20,11
194,0,No_Transshipment
194,1,No_Transshipment
194,2,No_Transshipment
194,3,No_Transshipment
194,4,No_Transshipment
194,5,No_Transshipment
194,6,No_Transshipment
194,7,No_Transshipment
194,8,No_Transshipment
194,9,10
194,10,10
194,11,10
194,12,10
194,13,10
194,14,10
194,15,10
194,16,10
194,17,10
194,18,10
194,19,11
194,20,12
195,0,No_Transshipment
195,1,No_Transshipment
195,2,No_Transshipment
195,3,No_Transshipment
195,4,No_Transshipment
195,5,No_Transshipment
195,6,No_Transshipment
195,7,No_Transshipment
195,8,No_Transshipment
195,9,10
195,10,10
195,11,10
195,12,10
195,13,10
195,14,10
195,15,10
195,16,10
195,17,10
195,18,10
195,19,11
195,20,12
196,0,No_Transshipment
196,1,No_Transshipment
196,2,No_Transshipment
196,3,No_Transshipment
196,4,No_Transshipment
196,5,No_Transshipment
196,6,No_Transshipment
196,7,No_Transshipment
196,8,No_Transshipment
196,9,10
196,10,10
196,11,10
196,12,10
196,13,10
196,14,10
196,15,10
196,16,10
196,17,10
196,18,10
196,19,11
196,20,12
197,0,No_Transshipment
197,1,No_Transshipment
197,2,No_Transshipment
197,3,No_Transshipment
197,4,No_Transshipment
197,5,No_Transshipment
197,6,No_Transshipment
197,7,No_Transshipment
197,8,No_Transshipment
197,9,10
197,10,10
197,11,10
197,12,10
197,13,10
197,14,10
197,15,10
197,16,10
197,17,10
197,18,10
197,19,11
197,20,12
198,0,No_Transshipment
198,1,No_Transshipment
198,2,No_Transshipment
198,3,No_Transshipment
198,4,No_Transshipment
198,5,No_Transshipment
198,6,No_Transshipment
198,7,No_Transshipment
198,8,No_Transshipment
198,9,10
198,10,10
198,11,10
198,12,10
198,13,10
198,14,10
198,15,10
198,16,10
198,17,10
198,18,10
198,19,11
198,20,12
199,0,No_Transshipment
199,1,No_Transshipment
199,2,No_Transshipment
199,3,No_Transshipment
199,4,No_Transshipment
199,5,No_Transshipment
199,6,No_Transshipment
199,7,No_Transshipment
199,8,No_Transshipment
199,9,10
199,10,10
199,11,10
199,12,10
199,13,10
199,14,10
199,15,10
199,16,10
199,17,10
199,18,11
199,19,11
199,20,12
200,0,No_Transshipment
200,1,No_Transshipment
200,2,No_Transshipment
200,3,No_Transshipment
200,4,No_Transshipment
200,5,No_Transshipment
200,6,No_Transshipment
200,7,No_Transshipment
200,8,No_Transshipment
200,9,11
200,10,10
200,11,10
200,12,10
200,13,10
200,14,10
200,15,10
200,16,10
200,17,10
200,18,11
200,19,11
200,20,12
201,0,No_Transshipment
201,1,No_Transshipment
201,2,No_Transshipment
201,3,No_Transshipment
201,4,No_Transshipment
201,5,No_Transshipment
201,6,No_Transshipment
201,7,No_Transshipment
201,8,No_Transshipment
201,9,11
201,10,10
201,11,10
201,12,10
201,13,10
201,14,10
201,15,10
201,16,10
201,17,11
201,18,11
201,19,11
201,20,12
202,0,No_Transshipment
202,1,No_Transshipment
202,2,No_Transshipment
202,3,No_Transshipment
202,4,No_Transshipment
202,5,No_Transshipment
202,6,No_Transshipment
202,7,No_Transshipment
202,8,No_Transshipment
202,9,12
202,10,11
202,11,11
202,12,11
202,13,11
202,14,11
202,15,11
202,16,11
202,17,11
202,18,11
202,19,11
202,20,12
203,0,No_Transshipment
203,1,No_Transshipment
203,2,No_Transshipment
203,3,No_Transshipment
203,4,No_Transshipment
203,5,No_Transshipment
203,6,No_Transshipment
203,7,No_Transshipment
203,8,No_Transshipment
203,9,No_Transshipment
203,10,11
203,11,11
203,12,11
203,13,11
203,14,11
203,15,11
203,16,11
203,17,11
203,18,11
203,19,12
203,20,12
204,0,No_Transshipment
204,1,No_Transshipment
204,2,No_Transshipment
204,3,No_Transshipment
204,4,No_Transshipment
204,5,No_Transshipment
204,6,No_Transshipment
204,7,No_Transshipment
204,8,No_Transshipment
204,9,No_Transshipment
204,10,11
204,11,11
204,12,11
204,13,11
204,14,11
204,15,11
204,16,11
204,17,11
204,18,11
204,19,12
204,20,13
205,0,No_Transshipment
205,1,No_Transshipment
205,2,No_Transshipment
205,3,No_Transshipment
205,4,No_Transshipment
205,5,No_Transshipment
205,6,No_Transshipment
205,7,No_Transshipment
205,8,No_Transshipment
205,9,No_Transshipment
205,10,11
205,11,11
205,12,11
205,13,11
205,14,11
205,15,11
205,16,11
205,17,11
205,18,11
205,19,12
205,20,13
206,0,No_Transshipment
206,1,No_Transshipment
206,2,No_Transshipment
206,3,No_Transshipment
206,4,No_Transshipment
206,5,No_Transshipment
206,6,No_Transshipment
206,7,No_Transshipment
206,8,No_Transshipment
206,9,No_Transshipment
206,10,11
206,11,11
206,12,11
206,13,11
206,14,11
206,15,11
206,16,11
206,17,11
206,18,11
206,19,12
206,20,13
207,0,No_Transshipment
207,1,No_Transshipment
207,2,No_Transshipment
207,3,No_Transshipment
207,4,No_Transshipment
207,5,No_Transshipment
207,6,No_Transshipment
207,7,No_Transshipment
207,8,No_Transshipment
207,9,No_Transshipment
207,10,11
207,11,11
207,12,11
207,13,11
207,14,11
207,15,11
207,16,11
207,17,11
207,18,12
207,19,12
207,20,13
208,0,No_Transshipment
208,1,No_Transshipment
208,2,No_Transshipment
208,3,No_Transshipment
208,4,No_Transshipment
208,5,No_Transshipment
208,6,No_Transshipment
208,7,No_Transshipment
208,8,No_Transshipment
208,9,No_Transshipment
208,10,12
208,11,11
208,12,11
208,13,11
208,14,11
208,15,11
208,16,11
208,17,11
208,18,12
208,19,12
208,20,13
209,0,No_Transshipment
209,1,No_Transshipment
209,2,No_Transshipment
209,3,No_Transshipment
209,4,No_Transshipment
209,5,No_Transshipment
209,6,No_Transshipment
209,7,No_Transshipment
209,8,No_Transshipment
209,9,No_Transshipment
209,10,13
209,11,11
209,12,11
209,13,11
209,14,11
209,15,11
209,16,12
209,17,12
209,18,12
209,19,12
209,20,13
210,0,No_Transshipment
210,1,No_Transshipment
210,2,No_Transshipment
210,3,No_Transshipment
210,4,No_Transshipment
210,5,No_Transshipment
210,6,No_Transshipment
210,7,No_Transshipment
210,8,No_Transshipment
210,9,No_Transshipment
210,10,No_Transshipment
210,11,12
210,12,12
210,13,12
210,14,12
210,15,12
210,16,12
210,17,12
210,18,12
210,19,12
210,20,13
211,0,No_Transshipment
211,1,No_Transshipment
211,2,No_Transshipment
211,3,No_Transshipment
211,4,No_Transshipment
211,5,No_Transshipment
211,6,No_Transshipment
211,7,No_Transshipment
211,8,No_Transshipment
211,9,No_Transshipment
211,10,No_Transshipment
211,11,12
211,12,12
211,13,12
211,14,12
211,15,12
211,16,12
211,17,12
211,18,12
211,19,13
211,20,14
212,0,No_Transshipment
212,1,No_Transshipment
212,2,No_Transshipment
212,3,No_Transshipment
212,4,No_Transshipment
212,5,No_Transshipment
212,6,No_Transshipment
212,7,No_Transshipment
212,8,No_Transshipment
212,9,No_Transshipment
212,10,No_Transshipment
212,11,12
212,12,12
212,13,12
212,14,12
212,15,12
212,16,12
212,17,12
212,18,12
212,19,13
212,20,14
213,0,No_Transshipment
213,1,No_Transshipment
213,2,No_Transshipment
213,3,No_Transshipment
213,4,No_Transshipment
213,5,No_Transshipment
213,6,No_Transshipment
213,7,No_Transshipment
213,8,No_Transshipment
213,9,No_Transshipment
213,10,No_Transshipment
213,11,12
213,12,12
213,13,12
213,14,12
213,15,12
213,16,12
213,17,12
213,18,12
213,19,13
213,20,14
214,0,No_Transshipment
214,1,No_Transshipment
214,2,No_Transshipment
214,3,No_Transshipment
214,4,No_Transshipment
214,5,No_Transshipment
214,6,No_Transshipment
214,7,No_Transshipment
214,8,No_Transshipment
214,9,No_Transshipment
214,10,No_Transshipment
214,11,13
214,12,12
214,13,12
214,14,12
214,15,12
214,16,12
214,17,12
214,18,13
214,19,13
214,20,14
215,0,No_Transshipment
215,1,No_Transshipment
215,2,No_Transshipment
215,3,No_Transshipment
215,4,No_Transshipment
215,5,No_Transshipment
215,6,No_Transshipment
215,7,No_Transshipment
215,8,No_Transshipment
215,9,No_Transshipment
215,10,No_Transshipment
215,11,15
215,12,13
215,13,13
215,14,13
215,15,13
215,16,13
215,17,13
215,18,13
215,19,13
215,20,14
216,0,No_Transshipment
216,1,No_Transshipment
216,2,No_Transshipment
216,3,No_Transshipment
216,4,No_Transshipment
216,5,No_Transshipment
216,6,No_Transshipment
216,7,No_Transshipment
216,8,No_Transshipment
216,9,No_Transshipment
216,10,No_Transshipment
216,11,No_Transshipment
216,12,13
216,13,13
216,14,13
216,15,13
216,16,13
216,17,13
216,18,13
216,19,14
216,20,14
217,0,No_Transshipment
217,1,No_Transshipment
217,2,No_Transshipment
217,3,No_Transshipment
217,4,No_Transshipment
217,5,No_Transshipment
217,6,No_Transshipment
217,7,No_Transshipment
217,8,No_Transshipment
217,9,No_Transshipment
217,10,No_Transshipment
217,11,No_Transshipment
217,12,13
217,13,13
217,14,13
217,15,13
217,16,13
217,17,13
217,18,13
217,19,14
217,20,15
218,0,No_Transshipment
218,1,No_Transshipment
218,2,No_Transshipment
218,3,No_Transshipment
218,4,No_Transshipment
218,5,No_Transshipment
218,6,No_Transshipment
218,7,No_Transshipment
218,8,No_Transshipment
218,9,No_Transshipment
218,10,No_Transshipment
218,11,No_Transshipment
218,12,13
218,13,13
218,14,13
218,15,13
218,16,13
218,17,13
218,18,13
218,19,14
218,20,15
219,0,No_Transshipment
219,1,No_Transshipment
219,2,No_Transshipment
219,3,No_Transshipment
219,4,No_Transshipment
219,5,No_Transshipment
219,6,No_Transshipment
219,7,No_Transshipment
219,8,No_Transshipment
219,9,No_Transshipment
219,10,No_Transshipment
219,11,No_Transshipment
219,12,14
219,13,13
219,14,13
219,15,13
219,16,13
219,17,13
219,18,14
219,19,14
219,20,15
220,0,No_Transshipment
220,1,No_Transshipment
220,2,No_Transshipment
220,3,No_Transshipment
220,4,No_Transshipment
220,5,No_Transshipment
220,6,No_Transshipment
220,7,No_Transshipment
220,8,No_Transshipment
220,9,No_Transshipment
220,10,No_Transshipment
220,11,No_Transshipment
220,12,No_Transshipment
220,13,14
220,14,14
220,15,14
220,16,14
220,17,14
220,18,14
220,19,14
220,20,15
221,0,No_Transshipment
221,1,No_Transshipment
221,2,No_Transshipment
221,3,No_Transshipment
221,4,No_Transshipment
221,5,No_Transshipment
221,6,No_Transshipment
221,7,No_Transshipment
221,8,No_Transshipment
221,9,No_Transshipment
221,10,No_Transshipment
221,11,No_Transshipment
221,12,No_Transshipment
221,13,14
221,14,14
221,15,14
221,16,14
221,17,14
221,18,14
221,19,15
221,20,16
222,0,No_Transshipment
222,1,No_Transshipment
222,2,No_Transshipment
222,3,No_Transshipment
222,4,No_Transshipment
222,5,No_Transshipment
222,6,No_Transshipment
222,7,No_Transshipment
222,8,No_Transshipment
222,9,No_Transshipment
222,10,No_Transshipment
222,11,No_Transshipment
222,12,No_Transshipment
222,13,14
222,14,14
222,15,14
222,16,14
222,17,14
222,18,14
222,19,15
222,20,16
223,0,No_Transshipment
223,1,No_Transshipment
223,2,No_Transshipment
223,3,No_Transshipment
223,4,No_Transshipment
223,5,No_Transshipment
223,6,No_Transshipment
223,7,No_Transshipment
223,8,No_Transshipment
223,9,No_Transshipment
223,10,No_Transshipment
223,11,No_Transshipment
223,12,No_Transshipment
223,13,15
223,14,14
223,15,14
223,16,14
223,17,14
223,18,15
223,19,15
223,20,16
224,0,No_Transshipment
224,1,No_Transshipment
224,2,No_Transshipment
224,3,No_Transshipment
224,4,No_Transshipment
224,5,No_Transshipment
224,6,No_Transshipment
224,7,No_Transshipment
224,8,No_Transshipment
224,9,No_Transshipment
224,10,No_Transshipment
224,11,No_Transshipment
224,12,No_Transshipment
224,13,No_Transshipment
224,14,15
224,15,15
224,16,15
224,17,15
224,18,15
224,19,15
224,20,16
225,0,No_Transshipment
225,1,No_Transshipment
225,2,No_Transshipment
225,3,No_Transshipment
225,4,No_Transshipment
225,5,No_Transshipment
225,6,No_Transshipment
225,7,No_Transshipment
225,8,No_Transshipment
225,9,No_Transshipment
225,10,No_Transshipment
225,11,No_Transshipment
225,12,No_Transshipment
225,13,No_Transshipment
225,14,15
225,15,15
225,16,15
225,17,15
225,18,15
225,19,16
225,20,17
226,0,No_Transshipment
226,1,No_Transshipment
226,2,No_Transshipment
226,3,No_Transshipment
226,4,No_Transshipment
226,5,No_Transshipment
226,6,No_Transshipment
226,7,No_Transshipment
226,8,No_Transshipment
226,9,No_Transshipment
226,10,No_Transshipment
226,11,No_Transshipment
226,12,No_Transshipment
226,13,No_Transshipment
226,14,16
226,15,15
226,16,15
226,17,15
226,18,16
226,19,16
226,20,17
227,0,No_Transshipment
227,1,No_Transshipment
227,2,No_Transshipment
227,3,No_Transshipment
227,4,No_Transshipment
227,5,No_Transshipment
227,6,No_Transshipment
227,7,No_Transshipment
227,8,No_Transshipment
227,9,No_Transshipment
227,10,No_Transshipment
227,11,No_Transshipment
227,12,No_Transshipment
227,13,No_Transshipment
227,14,No_Transshipment
227,15,16
227,16,16
227,17,16
227,18,16
227,19,16
227,20,17
228,0,No_Transshipment
228,1,No_Transshipment
228,2,No_Transshipment
228,3,No_Transshipment
228,4,No_Transshipment
228,5,No_Transshipment
228,6,No_Transshipment
228,7,No_Transshipment
228,8,No_Transshipment
228,9,No_Transshipment
228,10,No_Transshipment
228,11,No_Transshipment
228,12,No_Transshipment
228,13,No_Transshipment
228,14,No_Transshipment
228,15,16
228,16,16
228,17,16
228,18,16
228,19,17
228,20,18
229,0,No_Transshipment
229,1,No_Transshipment
229,2,No_Transshipment
229,3,No_Transshipment
229,4,No_Transshipment
229,5,No_Transshipment
229,6,No_Transshipment
229,7,No_Transshipment
229,8,No_Transshipment
229,9,No_Transshipment
229,10,No_Transshipment
229,11,No_Transshipment
229,12,No_Transshipment
229,13,No_Transshipment
229,14,No_Transshipment
229,15,17
229,16,16
229,17,16
229,18,17
229,19,17
229,20,18
230,0,No_Transshipment
230,1,No_Transshipment
230,2,No_Transshipment
230,3,No_Transshipment
230,4,No_Transshipment
230,5,No_Transshipment
230,6,No_Transshipment
230,7,No_Transshipment
230,8,No_Transshipment
230,9,No_Transshipment
230,10,No_Transshipment
230,11,No_Transshipment
230,12,No_Transshipment
230,13,No_Transshipment
230,14,No_Transshipment
230,15,No_Transshipment
230,16,17
230,17,17
230,18,17
230,19,17
230,20,18
231,0,No_Transshipment
231,1,No_Transshipment
231,2,No_Transshipment
231,3,No_Transshipment
231,4,No_Transshipment
231,5,No_Transshipment
231,6,No_Transshipment
231,7,No_Transshipment
231,8,No_Transshipment
231,9,No_Transshipment
231,10,No_Transshipment
231,11,No_Transshipment
231,12,No_Transshipment
231,13,No_Transshipment
231,14,No_Transshipment
231,15,No_Transshipment
231,16,17
231,17,17
231,18,17
231,19,18
231,20,19
232,0,No_Transshipment
232,1,No_Transshipment
232,2,No_Transshipment
232,3,No_Transshipment
232,4,No_Transshipment
232,5,No_Transshipment
232,6,No_Transshipment
232,7,No_Transshipment
232,8,No_Transshipment
232,9,No_Transshipment
232,10,No_Transshipment
232,11,No_Transshipment
232,12,No_Transshipment
232,13,No_Transshipment
232,14,No_Transshipment
232,15,No_Transshipment
232,16,19
232,17,18
232,18,18
232,19,18
232,20,19
233,0,No_Transshipment
233,1,No_Transshipment
233,2,No_Transshipment
233,3,No_Transshipment
233,4,No_Transshipment
233,5,No_Transshipment
233,6,No_Transshipment
233,7,No_Transshipment
233,8,No_Transshipment
233,9,No_Transshipment
233,10,No_Transshipment
233,11,No_Transshipment
233,12,No_Transshipment
233,13,No_Transshipment
233,14,No_Transshipment
233,15,No_Transshipment
233,16,No_Transshipment
233,17,18
233,18,18
233,19,19
233,20,19
234,0,No_Transshipment
234,1,No_Transshipment
234,2,No_Transshipment
234,3,No_Transshipment
234,4,No_Transshipment
234,5,No_Transshipment
234,6,No_Transshipment
234,7,No_Transshipment
234,8,No_Transshipment
234,9,No_Transshipment
234,10,No_Transshipment
234,11,No_Transshipment
234,12,No_Transshipment
234,13,No_Transshipment
234,14,No_Transshipment
234,15,No_Transshipment
234,16,No_Transshipment
234,17,19
234,18,19
234,19,19
234,20,20
235,0,No_Transshipment
235,1,No_Transshipment
235,2,No_Transshipment
235,3,No_Transshipment
235,4,No_Transshipment
235,5,No_Transshipment
235,6,No_Transshipment
235,7,No_Transshipment
235,8,No_Transshipment
235,9,No_Transshipment
235,10,No_Transshipment
235,11,No_Transshipment
235,12,No_Transshipment
235,13,No_Transshipment
235,14,No_Transshipment
235,15,No_Transshipment
235,16,No_Transshipment
235,17,No_Transshipment
235,18,19
235,19,19
235,20,20
236,0,No_Transshipment
236,1,No_Transshipment
236,2,No_Transshipment
236,3,No_Transshipment
236,4,No_Transshipment
236,5,No_Transshipment
236,6,No_Transshipment
236,7,No_Transshipment
236,8,No_Transshipment
236,9,No_Transshipment
236,10,No_Transshipment
236,11,No_Transshipment
236,12,No_Transshipment
236,13,No_Transshipment
236,14,No_Transshipment
236,15,No_Transshipment
236,16,No_Transshipment
236,17,No_Transshipment
236,18,No_Transshipment
236,19,20
236,20,No_Transshipment
237,0,No_Transshipment
237,1,No_Transshipment
237,2,No_Transshipment
237,3,No_Transshipment
237,4,No_Transshipment
237,5,No_Transshipment
237,6,No_Transshipment
237,7,No_Transshipment
237,8,No_Transshipment
237,9,No_Transshipment
237,10,No_Transshipment
237,11,No_Transshipment
237,12,No_Transshipment
237,13,No_Transshipment
237,14,No_Transshipment
237,15,No_Transshipment
237,16,No_Transshipment
237,17,No_Transshipment
237,18,No_Transshipment
237,19,No_Transshipment
237,20,No_Transshipment
238,0,No_Transshipment
238,1,No_Transshipment
238,2,No_Transshipment
238,3,No_Transshipment
238,4,No_Transshipment
238,5,No_Transshipment
238,6,No_Transshipment
238,7,No_Transshipment
238,8,No_Transshipment
238,9,No_Transshipment
238,10,No_Transshipment
238,11,No_Transshipment
238,12,No_Transshipment
238,13,No_Transshipment
238,14,No_Transshipment
238,15,No_Transshipment
238,16,No_Transshipment
238,17,No_Transshipment
238,18,No_Transshipment
238,19,No_Transshipment
238,20,No_Transshipment
239,0,No_Transshipment
239,1,No_Transshipment
239,2,No_Transshipment
239,3,No_Transshipment
239,4,No_Transshipment
239,5,No_Transshipment
239,6,No_Transshipment
239,7,No_Transshipment
239,8,No_Transshipment
239,9,No_Transshipment
239,10,No_Transshipment
239,11,No_Transshipment
239,12,No_Transshipment
239,13,No_Transshipment
239,14,No_Transshipment
239,15,No_Transshipment
239,16,No_Transshipment
239,17,No_Transshipment
239,18,No_Transshipment
239,19,No_Transshipment
239,20,No_Transshipment
240,0,No_Transshipment
240,1,No_Transshipment
240,2,No_Transshipment
240,3,No_Transshipment
240,4,No_Transshipment
240,5,No_Transshipment
240,6,No_Transshipment
240,7,No_Transshipment
240,8,No_Transshipment
240,9,No_Transshipment
240,10,No_Transshipment
240,11,No_Transshipment
240,12,No_Transshipment
240,13,No_Transshipment
240,14,No_Transshipment
240,15,No_Transshipment
240,16,No_Transshipment
240,17,No_Transshipment
240,18,No_Transshipment
240,19,No_Transshipment
240,20,No_Transshipment
241,0,No_Transshipment
241,1,No_Transshipment
241,2,No_Transshipment
241,3,No_Transshipment
241,4,No_Transshipment
241,5,No_Transshipment
241,6,No_Transshipment
241,7,No_Transshipment
241,8,No_Transshipment
241,9,No_Transshipment
241,10,No_Transshipment
241,11,No_Transshipment
241,12,No_Transshipment
241,13,No_Transshipment
241,14,No_Transshipment
241,15,No_Transshipment
241,16,No_Transshipment
241,17,No_Transshipment
241,18,No_Transshipment
241,19,No_Transshipment
241,20,No_Transshipment
242,0,No_Transshipment
242,1,No_Transshipment
242,2,No_Transshipment
242,3,No_Transshipment
242,4,No_Transshipment
242,5,No_Transshipment
242,6,No_Transshipment
242,7,No_Transshipment
242,8,No_Transshipment
242,9,No_Transshipment
242,10,No_Transshipment
242,11,No_Transshipment
242,12,No_Transshipment
242,13,No_Transshipment
242,14,No_Transshipment
242,15,No_Transshipment
242,16,No_Transshipment
242,17,No_Transshipment
242,18,No_Transshipment
242,19,No_Transshipment
242,20,No_Transshipment
243,0,No_Transshipment
243,1,No_Transshipment
243,2,No_Transshipment
243,3,No_Transshipment
243,4,No_Transshipment
243,5,No_Transshipment
243,6,No_Transshipment
243,7,No_Transshipment
243,8,No_Transshipment
243,9,No_Transshipment
243,10,No_Transshipment
243,11,No_Transshipment
243,12,No_Transshipment
243,13,No_Transshipment
243,14,No_Transshipment
243,15,No_Transshipment
243,16,No_Transshipment
243,17,No_Transshipment
243,18,No_Transshipment
243,19,No_Transshipment
243,20,No_Transshipment
244,0,No_Transshipment
244,1,No_Transshipment
244,2,No_Transshipment
244,3,No_Transshipment
244,4,No_Transshipment
244,5,No_Transshipment
244,6,No_Transshipment
244,7,No_Transshipment
244,8,No_Transshipment
244,9,No_Transshipment
244,10,No_Transshipment
244,11,No_Transshipment
244,12,No_Transshipment
244,13,No_Transshipment
244,14,No_Transshipment
244,15,No_Transshipment
244,16,No_Transshipment
244,17,No_Transshipment
244,18,No_Transshipment
244,19,No_Transshipment
244,20,No_Transshipment
245,0,No_Transshipment
245,1,No_Transshipment
245,2,No_Transshipment
245,3,No_Transshipment
245,4,No_Transshipment
245,5,No_Transshipment
245,6,No_Transshipment
245,7,No_Transshipment
245,8,No_Transshipment
245,9,No_Transshipment
245,10,No_Transshipment
245,11,No_Transshipment
245,12,No_Transshipment
245,13,No_Transshipment
245,14,No_Transshipment
245,15,No_Transshipment
245,16,No_Transshipment
245,17,No_Transshipment
245,18,No_Transshipment
245,19,No_Transshipment
245,20,No_Transshipment
246,0,No_Transshipment
246,1,No_Transshipment
246,2,No_Transshipment
246,3,No_Transshipment
246,4,No_Transshipment
246,5,No_Transshipment
246,6,No_Transshipment
246,7,No_Transshipment
246,8,No_Transshipment
246,9,No_Transshipment
246,10,No_Transshipment
246,11,No_Transshipment
246,12,No_Transshipment
246,13,No_Transshipment
246,14,No_Transshipment
246,15,No_Transshipment
246,16,No_Transshipment
246,17,No_Transshipment
246,18,No_Transshipment
246,19,No_Transshipment
246,20,No_Transshipment
247,0,No_Transshipment
247,1,No_Transshipment
247,2,No_Transshipment
247,3,No_Transshipment
247,4,No_Transshipment
247,5,No_Transshipment
247,6,No_Transshipment
247,7,No_Transshipment
247,8,No_Transshipment
247,9,No_Transshipment
247,10,No_Transshipment
247,11,No_Transshipment
247,12,No_Transshipment
247,13,No_Transshipment
247,14,No_Transshipment
247,15,No_Transshipment
247,16,No_Transshipment
247,17,No_Transshipment
247,18,No_Transshipment
247,19,No_Transshipment
247,20,No_Transshipment
248,0,No_Transshipment
248,1,No_Transshipment
248,2,No_Transshipment
248,3,No_Transshipment
248,4,No_Transshipment
248,5,No_Transshipment
248,6,No_Transshipment
248,7,No_Transshipment
248,8,No_Transshipment
248,9,No_Transshipment
248,10,No_Transshipment
248,11,No_Transshipment
248,12,No_Transshipment
248,13,No_Transshipment
248,14,No_Transshipment
248,15,No_Transshipment
248,16,No_Transshipment
248,17,No_Transshipment
